title,label,stemmed_title
evaluasi ketersediaan sumber daya air daerah aliran sungai bendo untuk perencanaan pltmh kabupaten banyuwangi,620,evaluasi sedia sumber daya air daerah alir sungai bendo rencana pltmh kabupaten banyuwangi
hidrolika saluranterbuka,620,hidrolika saluranterbuka
hidrolika saluran terbuka open channel hydraulics,620,hidrolika salur buka open channel hydraulics
restorasi sungai,620,restorasi sungai
sungai fungsi dan sifatsifatnya,620,sungai fungsi sifatsifatnya
seri buku ajar rekayasa kawasan pesisir pantai dan laut,620,seri buku ajar rekayasa kawasan pesisir pantai laut
perencanaan pelabuhan,620,rencana labuh
perencanaan pelabuhan,620,rencana labuh
perencanaan pelabuhan,620,rencana labuh
flood hazard mapping uncertainty and its value in the decision making proses,620,flood hazard mapping uncertainty and its value in the decision making proses
terminology for soil erosion and conservation,620,terminology for soil erosion and conservation
penanganan tanah longsor erosi,620,tangan tanah longsor erosi
standar perencanaan irigasi,620,standar rencana irigasi
desain hidraulik bangunan irigasi,620,desain hidraulik bangun irigasi
teknik drainase bawah permukaan untuk pengembangan lahan pertanian,620,teknik drainase muka kembang lahan tani
desain hidraulik bendung tetap untuk irigasi teknis,620,desain hidraulik bendung irigasi teknis
waduk dan tenaga air,620,waduk tenaga air
teknik bendungan,620,teknik bendung
bendungan type urugan,620,bendung type urugan
teknik pantai,620,teknik pantai
advanced marine structures,620,advanced marine structures
teknik pantai,620,teknik pantai
perencanaan bangunan pantai,620,rencana bangun pantai
lubang resapan biopori,620,lubang resap biopori
drainase perkotaan,620,drainase kota
pengelolaan sumberdaya air terpadu,620,kelola sumberdaya air padu
pengelolaan sumber daya air terpadu,620,kelola sumber daya air padu
pengembangan sumber daya air terpadu,620,kembang sumber daya air padu
pencemaran tanah air tanah,620,cemar tanah air tanah
jdinamika jurnal pengabdian masyarakat,620,jdinamika jurnal abdi masyarakat
jdinamika jurnal pengabdian masyarakat,620,jdinamika jurnal abdi masyarakat
dasardasar pengelolaan air limbah,620,dasardasar kelola air limbah
studi kasus perencanaan sistem dan teknik transportasi udara di indonesia,620,studi rencana sistem teknik transportasi udara indonesia
perencanaan sistem transportasi publik,620,rencana sistem transportasi publik
perencanaan dan permodelan transportasi contoh soal dan aplikasi,620,rencana model transportasi contoh aplikasi
dasar dasar rekayasa transportasi jilid ,620,dasar dasar rekayasa transportasi jilid
perencanaan transportasi untuk mahasiswa perencana dan praktisi,620,rencana transportasi mahasiswa rencana praktisi
perencanaan dan pemodelan transportasi,620,rencana model transportasi
dasardasar teknik transportasi,620,dasardasar teknik transportasi
analisis kebutuhan transportasi,620,analisis butuh transportasi
bangunan modern bandara,620,bangun modern bandara
panduan keselamatan kenyamanan terbang bagi penumpang,620,pandu selamat nyaman terbang tumpang
service mobil pengantar praktis teknik otomotif,620,service mobil antar praktis teknik otomotif
design and contol of automotive propulsion systems,620,design and contol of automotive propulsion systems
peralatan keselamatan dalam pekerjaan dasar otomotif,620,alat selamat kerja dasar otomotif
panduan servis sistem kopling pada sepeda motor,620,pandu servis sistem kopling sepeda motor
teknologi sensor otomotif,620,teknologi sensor otomotif
dasar dasar teknik mobil,620,dasar dasar teknik mobil
servis sepeda motor,620,servis sepeda motor
teknik sepeda motor,620,teknik sepeda motor
keselamatan kerja bengkel otomotif,620,selamat kerja bengkel otomotif
teknik reparasi dan perawatan sepeda motor,620,teknik reparasi awat sepeda motor
sistem ban dan roda,620,sistem ban roda
cara pemeriksaan penyetelan perawatan chasis mobil,620,periksa setel awat chasis mobil
reparasi sistem pendingan mesi mobil,620,reparasi sistem pending mes mobil
reparasi mesin mobil,620,reparasi mesin mobil
teori listrik dasar otomotif untuk perguruan tinggi dan smkmak kelas x,620,teori listrik dasar otomotif guru smkmak kelas x
collision repair refinishing a foudation course for technicians,620,collision repair refinishing a foudation course for technicians
simbol dan rangkaian kelistrikan mobil,620,simbol rangkai listrik mobil
reparasi sistem kelistrikan mobil,620,reparasi sistem listrik mobil
teknik sistem kontrol,620,teknik sistem kontrol
membuat robot dengan mikrokontroler picf,620,robot mikrokontroler picf
teknik kontrol automatik jilid ,620,teknik kontrol automatik jilid
teknik kontrol automatik jilid ,620,teknik kontrol automatik jilid
atmega  dan aplikasinya,620,atmega aplikasi
c avr rahasia kemudahan bahasa c dalam mikrokontroler atmega,620,c avr rahasia mudah bahasa c mikrokontroler atmega
embedded system menggunakan mikrokontroler dan pemrograman c,620,embedded system mikrokontroler pemrograman c
tip dan trik mikrokontroler at dan avr,620,tip trik mikrokontroler at avr
design dan implementasi sistem embedded mikrokontroler atmega dengan bahasa basic,620,design implementasi sistem embedded mikrokontroler atmega bahasa basic
belajar mikrokontroler atmrl avr attiny step by step,620,ajar mikrokontroler atmrl avr attiny step by step
belajar dengan mudah dan cepat pemrograman bahasa c dengan sdcc pada mikrokontroler atxatc teori simulasi dan aplikasi,620,ajar mudah cepat pemrograman bahasa c sdcc mikrokontroler atxatc teori simulasi aplikasi
mikrokontroler avr atmega dan pemrogramannya dengan bahasa c pada winavr,620,mikrokontroler avr atmega pemrogramannya bahasa c winavr
practicial field robotics a systems approach,620,practicial field robotics a systems approach
journal of social and political science faktor penentu hasil belajar mahasiswa politeknik negeri banyuwangi,630,journal of social and political science faktor tentu hasil ajar mahasiswa politeknik negeri banyuwangi
jurnal teknik mesin elemen pengujian termal pengering gabah unfixed flatbed,630,jurnal teknik mesin elemen uji termal ering gabah unfixed flatbed
jurnal sain peternakan indonesia indonesia animal science journal,630,jurnal sain terna indonesia indonesia animal science journal
jurnal ilmiah inovasi politeknik negeri jember pengaruh konsentrasi daun belimbing wuluh averhoa bilimbi l dan lama penyimpanan terhadap kualitas fisik telur puyuh,630,jurnal ilmiah inovasi politeknik negeri jember pengaruh konsentrasi daun belimbing wuluh averhoa bilimbi l simpan kualitas fisik telur puyuh
pesona jurnal pariwisata strategi pengembangan doesoen kakao sebagai destinasi wisata edukasi di banyuwangi,630,pesona jurnal pariwisata strategi kembang doesoen kakao destinasi wisata edukasi banyuwangi
buletin peternakan the effect of young coconut husk on the quality of goat manurechicken excreta bioculture,630,buletin terna the effect of young coconut husk on the quality of goat manurechicken excreta bioculture
seminar nasional teknik sipil dan perencanaan infrastruktur berkelanjutan era revolusi industri ,630,seminar nasional teknik sipil rencana infrastruktur lanjut era revolusi industri
jurnal teknik mesin elemen pusat penelitian dan pengabdian kepada masyarakat,630,jurnal teknik mesin elemen pusat teliti abdi masyarakat
seminar nasional terapan riset inovatif ,630,seminar nasional terap riset inovatif
jurnal teknologi informasi dan terapan pengembangan aplikasi web kelas online berbasis video untuk pemerataan pendidikan,630,jurnal teknologi informasi terap kembang aplikasi web kelas online bas video perata didik
jurnal teknologi informasi dan terapan implementasi monitoring kelembapan dan suhu tanah berbasis wireless mesh sebagai penunjang peningkatan produski padi,630,jurnal teknologi informasi terap implementasi monitoring lembap suhu tanah bas wireless mesh tunjang tingkat produski padi
jurnal teknik mesin elemen optimasi multi respon menggunakan metode taguchiweighted principal component analysis wpca pada proses bubut material st  dengan pendinginan minimum quantity lubrication mql,630,jurnal teknik mesin elemen optimasi multi respon metode taguchiweighted principal component analysis wpca proses bubut material st dingin minimum quantity lubrication mql
jurnal teknik mesin elemen memprediksi nilai kekasaran permukaan dengan besarnya getaran amplitudo pada gerak cross feed proses gerinda datar dengan material hardened tool steel skd,630,jurnal teknik mesin elemen prediksi nilai kasar muka besar getar amplitudo gerak cross feed proses gerinda datar material hardened tool steel skd
jurnal pariwisata terapan rekomendasi untuk situs web dmo destination management organization wonderful indonesia berdasarkan dimensi informasi pada model ictrt,630,jurnal pariwisata terap rekomendasi situs web dmo destination management organization wonderful indonesia dasar dimensi informasi model ictrt
budidaya sayuran organik dipekarangan,630,budidaya sayur organik pekarang
ilmu usaha tani,630,ilmu usaha tani
agriculture tourism,630,agriculture tourism
holticultural tourism,630,holticultural tourism
penerapan keselamatan dan kesehatan kerja k di destinasi wisata pantai bangsringwongsorejobanyuwangi,630,terap selamat sehat kerja k destinasi wisata pantai bangsringwongsorejobanyuwangi
analisis kelayakan menu makanan restoran jinggo hotel politeknik negeri banyuwangi berdasarkan margin kontribusi dan persentase harga pokok makanan,630,analisis layak menu makan restoran jinggo hotel politeknik negeri banyuwangi dasar margin kontribusi persentase harga pokok makan
biocons jurnal biologi dan konservasi,630,biocons jurnal biologi konservasi
journal of english language teaching,630,journal of english language teaching
jurnal teori dan aplikasi matematika,630,jurnal teori aplikasi matematika
jurnal ilmiah rekayasa pertanian dan biosistem,630,jurnal ilmiah rekayasa tani biosistem
media bina ilmiah pendidikanpenelitianolahragateknologi open journal systems,630,media bina ilmiah pendidikanpenelitianolahragateknologi open journal systems
pengantar ilmu pertanian,630,antar ilmu tani
native or non native students predilection of their english teacher,630,native or non native students predilection of their english teacher
rotor jurnal ilmiah teknik mesin analisis penambahan serat jerami terhadap karakteristik kuat tarik komposit frp fiber reinforcement plastic,630,rotor jurnal ilmiah teknik mesin analisis tambah serat jerami karakteristik kuat tarik komposit frp fiber reinforcement plastic
jurnal ilmiah inovasi politeknik negeri jember,630,jurnal ilmiah inovasi politeknik negeri jember
prosiding seminar nasional teknik mesin,630,prosiding seminar nasional teknik mesin
jurnal pengabdian kepada masyarakat,630,jurnal abdi masyarakat
jdinamika jurnal pengabdian masyarakat pusat penelitian dan pengabdian masyarakat politeknik negeri jember,630,jdinamika jurnal abdi masyarakat pusat teliti abdi masyarakat politeknik negeri jember
jmpm jurnal matematika dan pendidikan matematika,630,jmpm jurnal matematika didik matematika
jurnal ilmiah inovasi politeknik negeri jember,630,jurnal ilmiah inovasi politeknik negeri jember
agrotechnology research journal,630,agrotechnology research journal
jurnal ilmu peternakan terapan,630,jurnal ilmu terna terap
jurnal ilmuilmu peternakan indonesian journal of animal sciences,630,jurnal ilmuilmu terna indonesian journal of animal sciences
jurnal manajemen pelayanan hotel,630,jurnal manajemen layan hotel
pengenmbangan aplikasi web kelas online berbasis video untuk pemerataan pendidikan,630,pengenmbangan aplikasi web kelas online bas video perata didik
respon hama ulat buah melon terhadap aplikasi pestisida nabati buah bintaro cerbera manghas l pada berbagai konsentrasi,630,respon hama ulat buah melon aplikasi pestisida nabati buah bintaro cerbera manghas l konsentrasi
pengantar ilmu pertanian agraris agribisnis industri,630,antar ilmu tani agraris agribisnis industri
respon hama ulat buah melon terhadap aplikasi pestisida nabati buah bintaro cerbera manghas l pada berbagai konsentrasi,630,respon hama ulat buah melon aplikasi pestisida nabati buah bintaro cerbera manghas l konsentrasi
pertanian terpadu untuk mendukung kedaulatan pangan nasional,630,tani padu dukung daulat pangan nasional
dasardasar perlindungan tanaman,630,dasardasar lindung tanam
kultur jaringan tanaman skala rumah tangga,630,kultur jaring tanam skala rumah tangga
grow your own vegetables panduan praktis menanam  sayuran konsumsi populer di pekarangan,630,grow your own vegetables pandu praktis tanam sayur konsumsi populer pekarang
manajemen agribisnis,630,manajemen agribisnis
manajemen agribisnis,630,manajemen agribisnis
akuntansi agribisnis,630,akuntansi agribisnis
akuaponik pekarangan,630,akuaponik pekarang
usulan website dan sistem pakar diagnosa hama dan penyakit tanaman buahnaga sebagai sarana informasi dan upaya peningkatan produksi panen,630,usul website sistem pakar diagnosa hama sakit tanam buahnaga sarana informasi upaya tingkat produksi panen
